campaign_type,target_audience,duration,channel_used,impressions,clicks,leads,conversions,revenue,acquisition_cost,roi,language,engagement_score,customer_segment,date,brand,total_acquisition_cost
Social Media,Working Women,14.0,"Google, Email",17756.0,2113.0,934.0,388.0,206804.0,668.12,-0.2,Bengali,19.35,College Students,2024-11-15,purplle,259230.56
Social Media,Tier 2 City Customers,19.0,"WhatsApp, Instagram, Google",30646.0,3780.0,825.0,304.0,66272.0,666.42,-0.67,English,16.02,College Students,2024-11-24,purplle,202591.68
SEO,Youth,5.0,Facebook,29430.0,952.0,495.0,169.0,36673.0,1643.25,-0.87,English,5.49,Youth,2024-11-24,purplle,277709.25
Email,Premium Shoppers,8.0,"YouTube, WhatsApp, Google",85638.0,11360.0,5970.0,3034.0,2202684.0,43.88,15.55,Hindi,23.78,Working Women,2024-10-16,purplle,133131.92
Influencer,College Students,15.0,"YouTube, Google, WhatsApp",21339.0,815.0,446.0,198.0,96822.0,1461.78,-0.67,Bengali,6.84,College Students,2025-03-23,purplle,289432.44
Email,Tier 2 City Customers,8.0,"Facebook, YouTube, Email",31342.0,1868.0,760.0,247.0,152646.0,279.49,1.21,Bengali,9.17,Youth,2025-02-24,purplle,69034.03
Paid Ads,Tier 2 City Customers,16.0,"Google, WhatsApp, Email",55923.0,7560.0,4063.0,1704.0,490752.0,65.53,3.39,English,23.83,Youth,2024-08-07,purplle,111663.12
SEO,Working Women,22.0,WhatsApp,29991.0,1807.0,1062.0,520.0,127920.0,231.66,0.06,Hindi,11.3,Youth,2024-11-07,purplle,120463.2
Email,Premium Shoppers,21.0,WhatsApp,79927.0,11927.0,4474.0,3005.0,2031380.0,64.92,9.41,Bengali,24.28,Working Women,2024-12-09,purplle,195084.6
Paid Ads,Youth,17.0,"WhatsApp, Instagram",10365.0,952.0,496.0,218.0,80006.0,508.1,-0.28,Bengali,16.07,Tier 2 City Customers,2024-08-01,purplle,110765.8
Paid Ads,Youth,8.0,"Google, Instagram",78342.0,7841.0,4451.0,2742.0,1968756.0,71.05,9.11,Hindi,19.19,College Students,2024-07-25,purplle,194819.1
Influencer,Youth,11.0,"Google, Instagram",17061.0,539.0,193.0,104.0,60528.0,1448.63,-0.6,Tamil,4.9,Youth,2025-04-03,purplle,150657.52000000002
Social Media,Youth,13.0,"Google, YouTube, Instagram",77564.0,9577.0,5315.0,2344.0,1821288.0,98.26,6.91,English,22.22,Premium Shoppers,2025-01-07,purplle,230321.44
Social Media,Youth,14.0,Google,96961.0,10118.0,4848.0,1824.0,795264.0,28.23,14.44,English,17.32,Youth,2024-10-18,purplle,51491.520000000004
Social Media,College Students,16.0,"Google, Email",66518.0,9120.0,2967.0,968.0,689216.0,210.02,2.39,Tamil,19.63,Working Women,2024-10-25,purplle,203299.36000000002
Social Media,Tier 2 City Customers,20.0,"Facebook, Email",40041.0,4524.0,1744.0,1022.0,208488.0,80.41,1.54,Tamil,18.21,Youth,2025-04-21,purplle,82179.01999999999
Email,Premium Shoppers,23.0,"Email, YouTube, WhatsApp",65658.0,5143.0,2619.0,1135.0,759315.0,210.02,2.19,Tamil,13.55,Tier 2 City Customers,2024-12-12,purplle,238372.7
Influencer,Tier 2 City Customers,25.0,WhatsApp,86793.0,10542.0,4082.0,2358.0,912546.0,85.93,3.5,Tamil,19.57,Youth,2024-10-04,purplle,202622.94
SEO,College Students,18.0,"Facebook, Instagram, Email",59791.0,6574.0,3938.0,3126.0,2360130.0,94.09,7.02,English,22.81,Premium Shoppers,2025-01-19,purplle,294125.34
Social Media,Working Women,23.0,Instagram,80409.0,11681.0,5125.0,2377.0,1328743.0,39.39,13.19,Tamil,23.86,Tier 2 City Customers,2025-01-19,purplle,93630.03
Influencer,College Students,5.0,YouTube,17070.0,1053.0,475.0,191.0,105432.0,811.86,-0.32,Bengali,10.07,Premium Shoppers,2025-05-03,purplle,155065.26
Influencer,Tier 2 City Customers,17.0,"YouTube, Facebook",31425.0,4449.0,1921.0,708.0,247092.0,126.03,1.77,Tamil,22.52,Youth,2024-09-25,purplle,89229.24
Social Media,College Students,27.0,Google,23804.0,3345.0,1340.0,654.0,172002.0,237.48,0.11,Tamil,22.43,College Students,2024-11-10,purplle,155311.91999999998
SEO,Working Women,7.0,WhatsApp,94681.0,2413.0,1093.0,652.0,432928.0,346.67,0.92,Bengali,4.39,Working Women,2024-10-26,purplle,226028.84
Paid Ads,Tier 2 City Customers,20.0,YouTube,55141.0,2145.0,839.0,671.0,183854.0,415.57,-0.34,Bengali,6.63,Youth,2024-07-17,purplle,278847.47
Social Media,Youth,18.0,"Facebook, Email, Instagram",97009.0,2186.0,1201.0,757.0,402724.0,291.66,0.82,Bengali,4.27,Tier 2 City Customers,2024-09-28,purplle,220786.62000000002
Influencer,Premium Shoppers,23.0,"Email, Google, Facebook",56650.0,3657.0,2108.0,1204.0,751296.0,93.75,5.66,Bengali,12.3,College Students,2025-04-17,purplle,112875.0
Paid Ads,Premium Shoppers,15.0,Email,75715.0,5916.0,1965.0,791.0,596414.0,256.39,1.94,Tamil,11.45,College Students,2025-03-24,purplle,202804.49
Influencer,Premium Shoppers,30.0,"Instagram, YouTube, Email",10762.0,1275.0,548.0,237.0,135564.0,346.26,0.65,English,19.14,Youth,2024-11-01,purplle,82063.62
Email,College Students,11.0,"YouTube, Instagram, WhatsApp",48780.0,5910.0,3448.0,1839.0,525954.0,111.55,1.56,Tamil,22.95,Youth,2024-08-02,purplle,205140.44999999998
Email,Tier 2 City Customers,25.0,"Email, Instagram",94772.0,13686.0,3533.0,1803.0,1346841.0,114.46,5.53,Tamil,20.07,Youth,2024-12-10,purplle,206371.37999999998
Social Media,Premium Shoppers,16.0,"Google, WhatsApp",92434.0,2645.0,744.0,577.0,286769.0,516.16,-0.04,English,4.29,Youth,2025-02-24,purplle,297824.32
Influencer,Tier 2 City Customers,25.0,"WhatsApp, Google",49499.0,2109.0,1228.0,511.0,251923.0,525.39,-0.06,Hindi,7.77,College Students,2024-11-16,purplle,268474.29
Social Media,Youth,30.0,Email,78403.0,2046.0,1080.0,632.0,300200.0,276.85,0.72,Bengali,4.79,Premium Shoppers,2024-12-03,purplle,174969.2
SEO,Tier 2 City Customers,17.0,Facebook,72892.0,3271.0,725.0,265.0,132500.0,210.02,1.38,English,5.85,Premium Shoppers,2025-02-12,purplle,55655.3
SEO,Youth,30.0,"Email, Google",25906.0,2759.0,1268.0,965.0,211335.0,196.83,0.11,Tamil,19.27,Premium Shoppers,2025-05-04,purplle,189940.95
Email,College Students,10.0,"Google, Facebook, Instagram",50404.0,2247.0,1063.0,706.0,201916.0,113.6,1.52,Tamil,7.97,Premium Shoppers,2024-07-20,purplle,80201.59999999999
Paid Ads,Working Women,20.0,"WhatsApp, YouTube",33084.0,3440.0,911.0,485.0,206125.0,598.09,-0.29,Bengali,14.62,Tier 2 City Customers,2024-07-22,purplle,290073.65
Email,College Students,17.0,"Email, Google, Facebook",42637.0,4536.0,2126.0,1430.0,773630.0,132.78,3.07,Hindi,18.98,Youth,2025-02-12,purplle,189875.4
Paid Ads,Premium Shoppers,15.0,"Email, Google, WhatsApp",67948.0,6238.0,1319.0,1035.0,383985.0,235.68,0.57,Tamil,12.64,College Students,2024-07-29,purplle,243928.80000000002
Social Media,Tier 2 City Customers,27.0,"Instagram, Google",33583.0,1180.0,364.0,233.0,140499.0,694.73,-0.13,Hindi,5.29,Premium Shoppers,2025-06-13,purplle,161872.09
Email,Tier 2 City Customers,18.0,Email,16446.0,2225.0,887.0,474.0,227046.0,473.02,0.01,Tamil,21.8,Premium Shoppers,2025-06-13,purplle,224211.47999999998
Influencer,Working Women,5.0,"Facebook, YouTube, Google",55182.5,10138.0,3884.0,1423.0,1085749.0,38.61,18.76,Bengali,27.99,Working Women,2024-11-27,purplle,54942.03
Influencer,Working Women,13.0,Email,57978.0,3573.0,871.0,284.0,62764.0,807.0,-0.73,Tamil,8.15,College Students,2024-11-06,purplle,229188.0
Email,Youth,5.0,"Facebook, Instagram",31884.0,3456.0,1839.0,1037.0,232288.0,210.02,0.07,Bengali,19.86,Tier 2 City Customers,2025-05-17,purplle,217790.74000000002
Influencer,Tier 2 City Customers,8.0,"Email, Google",36005.0,4920.0,2925.0,2027.0,1047959.0,85.71,5.03,Bengali,27.42,Premium Shoppers,2025-06-04,purplle,173734.16999999998
Social Media,Tier 2 City Customers,11.0,"Facebook, Email",77318.0,10570.0,3950.0,2715.0,1642575.0,73.29,7.25,English,22.29,Working Women,2025-02-28,purplle,198982.35
Paid Ads,Youth,22.0,Google,55182.5,1875.0,1057.0,576.0,313920.0,415.83,0.31,Tamil,6.36,Youth,2025-03-01,purplle,239518.08
Paid Ads,Working Women,13.0,Instagram,60260.0,1735.0,882.0,272.0,210528.0,931.46,-0.17,English,4.79,Youth,2025-04-21,purplle,253357.12
Influencer,Premium Shoppers,21.0,WhatsApp,82887.0,7191.0,1623.0,807.0,571356.0,255.45,1.77,English,11.61,Premium Shoppers,2025-01-11,purplle,206148.15
Paid Ads,College Students,16.0,"YouTube, Instagram",49258.0,5646.0,1693.0,1352.0,765232.0,150.8,2.75,English,17.64,College Students,2025-02-18,purplle,203881.6
Social Media,Tier 2 City Customers,30.0,"Instagram, Email",55182.5,11835.0,2490.0,1423.0,845262.0,194.89,2.05,Bengali,28.54,Youth,2025-01-06,purplle,277328.47
Email,College Students,7.0,"YouTube, WhatsApp",93356.0,12293.0,7110.0,2871.0,2084346.0,43.85,15.56,Bengali,23.86,Tier 2 City Customers,2024-08-09,purplle,125893.35
Influencer,Working Women,27.0,"WhatsApp, Email, Google",73879.0,7925.0,3076.0,1944.0,1491048.0,80.94,8.48,English,17.52,Tier 2 City Customers,2025-05-08,purplle,157347.36
SEO,Working Women,10.0,Email,19545.0,2615.0,1106.0,831.0,626574.0,175.71,3.29,English,23.29,Working Women,2024-08-21,purplle,146015.01
Email,Youth,26.0,"Email, Facebook, Google",91543.0,9632.0,4032.0,1824.0,381216.0,108.76,0.92,Tamil,16.92,Youth,2024-08-21,purplle,198378.24000000002
Influencer,Tier 2 City Customers,20.0,"Instagram, WhatsApp, Google",47796.0,6579.0,3348.0,2619.0,1435212.0,20.24,26.08,Tamil,26.25,Premium Shoppers,2025-01-12,purplle,53008.56
SEO,College Students,11.0,"YouTube, Facebook",56097.0,1125.0,640.0,258.0,150156.0,210.02,1.77,Hindi,3.61,College Students,2024-10-18,purplle,54185.16
Email,Youth,30.0,"Facebook, Email, WhatsApp",33630.0,3980.0,2315.0,1216.0,935104.0,98.26,6.83,English,22.33,Premium Shoppers,2024-10-18,purplle,119484.16
SEO,Premium Shoppers,30.0,"YouTube, Facebook, WhatsApp",47901.0,6296.0,3475.0,2320.0,494160.0,50.9,3.18,Bengali,25.24,Working Women,2024-07-15,purplle,118088.0
SEO,College Students,24.0,"Instagram, YouTube",77483.0,8444.0,4541.0,3508.0,2185484.0,80.06,6.78,English,21.29,College Students,2025-02-12,purplle,280850.48
Social Media,Youth,28.0,Facebook,90314.0,11176.0,5434.0,1696.0,1244864.0,210.02,2.49,Bengali,20.27,College Students,2025-02-27,purplle,356193.92000000004
Email,Youth,19.0,"Instagram, WhatsApp",26294.0,3014.0,699.0,505.0,340875.0,482.35,0.4,Tamil,16.04,College Students,2025-06-07,purplle,243586.75
Paid Ads,Working Women,11.0,"Email, Instagram",20265.0,2465.0,1218.0,811.0,357651.0,221.79,0.99,Tamil,22.18,Working Women,2025-01-26,purplle,179871.69
Paid Ads,College Students,30.0,Email,55183.0,2636.0,1037.0,593.0,224747.0,186.34,1.03,Bengali,7.73,College Students,2024-11-04,purplle,110499.62
Email,Working Women,11.0,WhatsApp,27551.0,3317.0,1295.0,901.0,531590.0,134.06,3.4,Bengali,20.01,Working Women,2025-04-08,purplle,120788.06
Paid Ads,Tier 2 City Customers,9.0,"YouTube, Instagram, Google",10648.0,1108.0,503.0,219.0,79497.0,1335.43,-0.73,Tamil,17.19,Premium Shoppers,2025-03-18,purplle,292459.17000000004
Social Media,Youth,24.0,"Facebook, Google",31352.0,1434.0,422.0,263.0,205140.0,1122.6,-0.31,Tamil,6.76,College Students,2024-12-05,purplle,295243.8
SEO,College Students,14.0,"WhatsApp, Instagram",20533.0,3061.0,1267.0,938.0,472752.0,226.73,1.22,Tamil,25.65,Youth,2025-04-11,purplle,212672.74
Paid Ads,Tier 2 City Customers,27.0,Instagram,95616.0,13187.0,4359.0,2508.0,1090980.0,65.41,5.65,Tamil,20.97,Youth,2024-08-28,purplle,164048.28
Social Media,College Students,18.0,"Instagram, YouTube, Facebook",34015.0,3602.0,1742.0,534.0,332682.0,172.17,2.62,Tamil,17.28,Tier 2 City Customers,2025-01-11,purplle,91938.78
Email,College Students,21.0,"Email, Instagram, YouTube",99678.0,4878.0,1731.0,751.0,364986.0,128.08,2.79,Tamil,7.38,College Students,2024-12-26,purplle,96188.08000000002
Influencer,Working Women,9.0,"Facebook, Instagram",31457.0,2329.0,696.0,301.0,138761.0,852.21,-0.46,Tamil,10.57,College Students,2025-06-08,purplle,256515.21000000002
Email,Youth,17.0,"Email, YouTube",80747.0,11726.0,2406.0,806.0,434434.0,263.17,1.05,English,18.5,Youth,2024-08-13,purplle,212115.02000000002
Influencer,Tier 2 City Customers,7.0,"YouTube, Google",82492.0,8330.0,2874.0,2164.0,1224824.0,119.92,3.72,Hindi,16.21,Premium Shoppers,2025-01-18,purplle,259506.88
Influencer,Premium Shoppers,30.0,"Facebook, Email",78600.0,10079.0,4279.0,1654.0,401922.0,111.38,1.18,Bengali,20.37,College Students,2024-08-17,purplle,184222.52
Paid Ads,Working Women,21.0,"Instagram, WhatsApp",55182.5,2186.0,853.0,482.0,325350.0,349.22,0.93,Bengali,6.38,Premium Shoppers,2025-04-27,purplle,168324.04
Paid Ads,Premium Shoppers,9.0,YouTube,55182.5,916.0,368.0,126.0,60102.0,1561.64,-0.69,Hindi,2.56,Youth,2024-07-17,purplle,196766.64
Influencer,Youth,26.0,"YouTube, Facebook, Email",22296.0,1619.0,852.0,540.0,268380.0,537.19,-0.07,Hindi,13.5,Premium Shoppers,2025-01-07,purplle,290082.60000000003
Paid Ads,Premium Shoppers,19.0,Instagram,81076.0,7700.0,3809.0,2658.0,1653276.0,110.99,4.6,Bengali,17.47,College Students,2025-01-18,purplle,295011.42
Social Media,Tier 2 City Customers,23.0,"Email, Facebook, WhatsApp",17749.0,1457.0,348.0,120.0,55200.0,482.56,-0.05,Tamil,10.85,Tier 2 City Customers,2024-10-10,purplle,57907.2
SEO,College Students,25.0,Email,25529.0,1775.0,396.0,280.0,61320.0,186.01,0.18,Tamil,9.6,Premium Shoppers,2025-04-17,purplle,52082.799999999996
SEO,Premium Shoppers,9.0,Google,28920.0,1726.0,353.0,125.0,91625.0,2051.95,-0.64,English,7.62,Working Women,2024-07-06,purplle,256493.74999999997
SEO,Premium Shoppers,24.0,"Email, Facebook",10825.0,514.0,298.0,216.0,150984.0,1180.63,-0.41,English,9.5,Youth,2025-01-15,purplle,255016.08000000002
Email,Youth,12.0,"YouTube, Facebook",81088.0,6206.0,2750.0,1144.0,864864.0,226.63,2.34,Tamil,12.46,Youth,2025-02-23,purplle,259264.72
Influencer,Working Women,17.0,"YouTube, Instagram",96702.0,13142.0,4348.0,1854.0,732330.0,99.97,2.95,Hindi,20.0,Premium Shoppers,2025-05-13,purplle,185344.38
Email,Working Women,21.0,WhatsApp,29110.0,2616.0,1442.0,1117.0,749507.0,253.59,1.65,Tamil,17.78,Youth,2025-02-04,purplle,283260.03
Paid Ads,Youth,18.0,"Instagram, Facebook, Google",20438.0,950.0,508.0,404.0,252904.0,644.93,-0.03,Tamil,9.11,Working Women,2024-08-09,purplle,260551.71999999997
Email,Premium Shoppers,17.0,"Facebook, Google, Instagram",63948.0,8253.0,1903.0,846.0,607428.0,64.54,10.12,Tamil,17.2,Youth,2024-07-19,purplle,54600.840000000004
Influencer,Working Women,19.0,"Facebook, Google, WhatsApp",88376.0,2880.0,1540.0,703.0,243941.0,272.85,0.27,Tamil,5.8,College Students,2024-10-28,purplle,191813.55000000002
Influencer,Youth,14.0,"Google, YouTube, Instagram",92213.0,3697.0,953.0,375.0,85500.0,289.49,-0.21,English,5.45,College Students,2025-02-21,purplle,108558.75
Influencer,Tier 2 City Customers,8.0,"YouTube, Instagram",11649.0,1462.0,758.0,597.0,124176.0,151.49,0.37,English,24.18,Youth,2024-09-16,purplle,90439.53
Email,Working Women,30.0,"Google, Email",14225.0,2038.0,642.0,428.0,207580.0,597.75,-0.19,Bengali,21.85,Working Women,2024-12-01,purplle,255837.0
Email,Youth,9.0,"Google, Facebook",41451.0,5210.0,1560.0,1137.0,516198.0,98.64,3.6,Tamil,19.08,Youth,2025-02-27,purplle,112153.68000000001
Influencer,Premium Shoppers,5.0,"Email, Facebook, YouTube",15752.0,505.0,276.0,104.0,80392.0,2395.48,-0.68,Tamil,5.62,Tier 2 City Customers,2025-04-30,purplle,249129.92
Influencer,Youth,16.0,"Email, WhatsApp, Google",55182.5,4227.0,2242.0,1281.0,350994.0,133.19,1.06,Tamil,14.04,Tier 2 City Customers,2025-06-09,purplle,170616.38999999998
SEO,Tier 2 City Customers,12.0,"Instagram, Facebook",90686.0,5368.0,1514.0,812.0,254156.0,299.86,0.04,Hindi,8.48,College Students,2024-08-23,purplle,243486.32
Email,College Students,6.0,Instagram,95913.0,3748.0,1712.0,994.0,271362.0,156.26,0.75,English,6.73,Youth,2025-05-10,purplle,155322.44
SEO,Premium Shoppers,20.0,Email,28967.0,3942.0,994.0,476.0,245140.0,469.63,0.1,Tamil,18.68,Working Women,2024-07-24,purplle,223543.88
Influencer,Youth,16.0,Google,92812.0,1951.0,427.0,150.0,105900.0,1236.61,-0.43,Bengali,2.72,Youth,2024-08-19,purplle,185491.49999999997
Paid Ads,Premium Shoppers,24.0,"Email, Facebook",59189.0,5361.0,1645.0,1269.0,341361.0,193.62,0.39,English,13.98,Premium Shoppers,2025-05-03,purplle,245703.78
Influencer,Working Women,25.0,Email,17345.0,2411.0,1016.0,630.0,262710.0,210.02,0.99,Tamil,23.39,College Students,2024-11-16,purplle,132312.6
Social Media,Premium Shoppers,19.0,Email,43216.0,5731.0,1997.0,1160.0,576520.0,167.99,1.96,English,20.57,Tier 2 City Customers,2025-02-20,purplle,194868.40000000002
Influencer,Tier 2 City Customers,28.0,Email,88637.0,10988.0,4328.0,3332.0,1256164.0,22.26,15.94,Tamil,21.04,College Students,2024-10-15,purplle,74170.32
Paid Ads,Youth,25.0,Facebook,78301.0,4788.0,2131.0,941.0,702927.0,131.28,4.69,Hindi,10.04,Tier 2 City Customers,2025-01-20,purplle,123534.48
SEO,Premium Shoppers,6.0,WhatsApp,17950.0,1041.0,233.0,170.0,104210.0,1013.71,-0.4,English,8.04,Tier 2 City Customers,2024-08-17,purplle,172330.7
Social Media,Youth,17.0,WhatsApp,52378.0,3448.0,1327.0,503.0,276650.0,489.08,0.12,Tamil,10.08,College Students,2025-04-10,purplle,246007.24
SEO,College Students,21.0,"Instagram, Email, WhatsApp",86614.0,5021.0,1357.0,1072.0,753616.0,243.42,1.89,English,8.6,College Students,2024-10-17,purplle,260946.24
Email,Working Women,30.0,"Instagram, Facebook, Email",39123.0,4863.0,1545.0,807.0,480165.0,84.45,6.05,English,18.44,Tier 2 City Customers,2024-09-20,purplle,68151.15000000001
SEO,Tier 2 City Customers,5.0,Email,24771.0,812.0,354.0,155.0,39060.0,707.27,-0.64,Hindi,5.33,Tier 2 City Customers,2024-10-13,purplle,109626.84999999999
Influencer,Youth,18.0,"Email, Instagram, YouTube",52861.0,7519.0,3071.0,1570.0,1227740.0,55.02,13.21,Hindi,23.0,Youth,2024-10-01,purplle,86381.40000000001
Social Media,Tier 2 City Customers,23.0,Facebook,19504.0,1533.0,910.0,486.0,314928.0,210.02,2.09,English,15.02,Youth,2024-09-12,purplle,102069.72
SEO,Tier 2 City Customers,7.0,WhatsApp,82953.0,7476.0,2284.0,1453.0,385045.0,210.02,0.26,Bengali,13.52,Working Women,2024-11-21,purplle,305159.06
Social Media,Youth,6.0,Facebook,79784.0,11221.0,4073.0,1868.0,1178708.0,210.02,2.0,Bengali,21.51,College Students,2025-05-14,purplle,392317.36000000004
Email,Youth,16.0,"Google, WhatsApp",70955.0,3768.0,1159.0,753.0,556467.0,338.56,1.18,English,8.01,College Students,2025-04-26,purplle,254935.68
Influencer,Youth,14.0,"Google, YouTube, Facebook",52439.0,6318.0,1278.0,713.0,316572.0,253.12,0.75,Bengali,15.85,Working Women,2024-12-18,purplle,180474.56
Influencer,Premium Shoppers,21.0,"YouTube, Facebook",81329.0,4422.0,2587.0,1377.0,1080945.0,51.14,14.35,Bengali,10.31,Working Women,2024-11-23,purplle,70419.78
Social Media,College Students,21.0,"YouTube, Google, Facebook",62245.0,7221.0,2086.0,667.0,446223.0,227.22,1.94,English,16.02,Youth,2024-09-26,purplle,151555.74
SEO,College Students,8.0,YouTube,96259.0,7761.0,4299.0,1617.0,363825.0,77.08,1.92,English,14.21,Working Women,2025-04-06,purplle,124638.36
SEO,Working Women,7.0,"YouTube, Instagram, WhatsApp",90550.0,11561.0,3874.0,2574.0,1866150.0,63.16,10.48,Bengali,19.89,Premium Shoppers,2025-03-09,purplle,162573.84
SEO,Youth,19.0,"Email, Instagram, Facebook",25035.0,2748.0,1201.0,387.0,165249.0,660.71,-0.35,English,17.32,Tier 2 City Customers,2024-09-19,purplle,255694.77000000002
Influencer,Working Women,23.0,"WhatsApp, Instagram",55182.5,5354.0,2775.0,1044.0,247428.0,81.33,1.91,English,16.62,College Students,2024-08-30,purplle,84908.52
Influencer,Tier 2 City Customers,26.0,"Google, Email",17520.0,2361.0,1011.0,368.0,199088.0,220.08,1.46,Hindi,21.35,Youth,2025-02-05,purplle,80989.44
SEO,College Students,13.0,"WhatsApp, Google, YouTube",94085.0,4696.0,1515.0,1181.0,279897.0,194.1,0.22,English,7.86,Youth,2025-04-09,purplle,229232.1
SEO,Premium Shoppers,19.0,Email,53501.0,6787.0,2610.0,970.0,550960.0,217.35,1.61,Bengali,19.38,Premium Shoppers,2025-04-26,purplle,210829.5
Email,Tier 2 City Customers,6.0,"Google, Facebook",57319.0,1935.0,1115.0,664.0,255640.0,329.77,0.17,Hindi,6.48,Working Women,2025-04-30,purplle,218967.28
Social Media,Premium Shoppers,5.0,YouTube,66571.0,3284.0,1745.0,1233.0,372366.0,134.15,1.25,Bengali,9.41,Working Women,2024-07-21,purplle,165406.95
Paid Ads,College Students,22.0,"Instagram, YouTube",10606.0,1117.0,360.0,185.0,83435.0,1595.76,-0.72,Tamil,15.67,Working Women,2024-07-30,purplle,295215.6
Influencer,Working Women,27.0,"WhatsApp, YouTube, Facebook",49086.0,3997.0,1657.0,1323.0,899640.0,58.17,10.69,Tamil,14.21,Premium Shoppers,2024-10-15,purplle,76958.91
Email,Tier 2 City Customers,8.0,"Google, WhatsApp",55182.5,2385.0,506.0,252.0,153216.0,1165.79,-0.48,Tamil,5.7,College Students,2024-11-24,purplle,293779.08
Influencer,Working Women,10.0,"YouTube, WhatsApp",18509.0,1460.0,375.0,124.0,66712.0,1188.65,-0.55,Bengali,10.58,Youth,2024-11-02,purplle,147392.6
Email,Working Women,27.0,"Google, Email",24055.0,597.0,210.0,85.0,56440.0,1120.68,-0.41,Hindi,3.71,Tier 2 City Customers,2024-11-14,purplle,95257.8
Social Media,Tier 2 City Customers,10.0,WhatsApp,55182.5,1564.0,811.0,261.0,136503.0,983.8,-0.47,English,4.78,Premium Shoppers,2025-04-27,purplle,256771.8
Social Media,Tier 2 City Customers,5.0,"Facebook, Email, Google",47315.0,3118.0,1096.0,419.0,108940.0,281.28,-0.08,English,9.79,Youth,2025-04-27,purplle,117856.31999999999
Influencer,College Students,11.0,"YouTube, Google",66074.0,9734.0,5128.0,2619.0,1788777.0,45.0,14.18,English,26.46,Tier 2 City Customers,2025-04-25,purplle,117855.0
Email,Working Women,23.0,WhatsApp,26512.0,2119.0,687.0,298.0,64964.0,436.61,-0.5,Hindi,11.71,College Students,2025-05-29,purplle,130109.78
Email,Youth,8.0,"Google, YouTube",25156.0,508.0,179.0,75.0,34725.0,3436.53,-0.87,Hindi,3.03,Youth,2025-03-31,purplle,257739.75000000003
